name,category_list,domain_clean
Seven Energy,Distribution|Energy|Oil & Gas,distribution|energy|oil & gas
Seven Generations Energy,Clean Technology,clean technology
Seven Islands Holding Company Inc.,Entertainment|Mobile|Technology,AI
Seven Lakes Technologies,Big Data Analytics|Business Intelligence|Data Integration|Data Visualization|Oil and Gas,big data analytics|business intelligence|data integration|data visualization|oil and gas
Seven Media Productions Group,Media|News,media|news
SEVEN Networks,Mobile Infrastructure|Software|Wireless,SaaS
SEVENROOMS,Hospitality|Nightlife|Restaurants,hospitality|nightlife|restaurants
Seven Seas Water,Clean Technology,clean technology
Seven10 Storage Software,Data Security|Software,SaaS
Sevenhugs,Apps|Hardware + Software|Home Automation|Internet of Things,SaaS
sevenload,File Sharing|Games|Photography|Television|Video|Web Tools,file sharing|games|photography|television|video|web tools
SevenLunches,Advertising|Email|Messaging|Mobile|Restaurants|Sales and Marketing|SMS|Social Media|Twitter Applications,AI
Sevenpop,Entertainment|Music|Social Media,AI
SevenSnap Entertainment GmbH,App Stores|Entertainment|iPhone|Mobile|Shopping,AI
Seventh Continent,Business Services|E-Commerce|Games|Stock Exchanges|Virtual Currency|Virtual Worlds,business services|e-commerce|games|stock exchanges|virtual currency|virtual worlds
Seventh Sense Biosystems,Biotechnology,biotechnology
Seventymm,E-Commerce,e-commerce
Sevion Therapeutics,Pharmaceuticals,pharmaceuticals
Sevo Nutraceuticals,Medical|Nutraceutical,HealthTech
"SevOne, Inc.",Networking|Software,SaaS
SEWA,Non Profit,non profit
SEWORKS,Mobile|Mobile Security|Security,mobile|mobile security|security
Sezion,Advertising|Apps|B2B|Developer APIs|E-Commerce|Online Video Advertising|PaaS|Personalization|SaaS|Video,SaaS
sezmi,Games|Television,games|television
SezWho,Blogging Platforms|Curated Web|Forums,blogging platforms|curated web|forums
SFC Koenig,Automotive,automotive
Sferra,Manufacturing,manufacturing
sfilatino,Delivery|E-Commerce|Hospitality,delivery|e-commerce|hospitality
SFJ Pharmaceuticals,Biotechnology|Pharmaceuticals|Venture Capital,biotechnology|pharmaceuticals|venture capital
Sfletter.com,Data Security|Email Marketing|IT and Cybersecurity,AI
SGB,Biotechnology,biotechnology
Sgnam,E-Commerce,e-commerce
SGRECX,Accounting|Business Services|Finance,FinTech
Sgrouples,Curated Web|Networking|Privacy|Social Media,curated web|networking|privacy|social media
SGX Pharmaceuticals,Biotechnology,biotechnology
Shaanxi Join Innovation Technology,Mobile,mobile
Shade Tree Powersports,Manufacturing|Real Estate,manufacturing|real estate
Shades of Green,Green Consumer Goods|Medical,HealthTech
ShadesCases inc.,Hardware + Software,SaaS
SHADOW,Big Data|Curated Web|SaaS,SaaS
SHADOW.COM,Reviews and Recommendations|Search|Service Providers|Social Network Media,reviews and recommendations|search|service providers|social network media
"Shadow Government, Inc.",Games,games
Shadow Health,Health and Wellness,HealthTech
Shadow Networks,Software,SaaS
Shadow Puppet,Education|Photography|Video,EdTech
Shadowfax Technologies,Internet,internet
Shady Grove Fertility,Biotechnology,biotechnology
Shahiya,Cooking|Portals|Recipes|Social Network Media|Software,SaaS
Shaka,Hardware + Software,SaaS
Shake,Entrepreneur|Freelancers|Legal|Mobile|Small and Medium Businesses,entrepreneur|freelancers|legal|mobile|small and medium businesses
Shake,Career Planning|College Recruiting|Human Resources|Recruiting,career planning|college recruiting|human resources|recruiting
Shake-on,Big Data Analytics|Information Technology|Internet of Things|Software,SaaS
Shaker,Natural Resources|Real Time|Social Media,natural resources|real time|social media
Shakr Media,Online Video Advertising|Video,online video advertising|video
Shakti Technology Ventures,Mobile,mobile
Shanda Games,Business Services|Entertainment|Games|Online Gaming,AI
Shanghai ANE Logistics,Delivery|Logistics|Transportation,delivery|logistics|transportation
Shanghai AngellEcho Network,E-Commerce,e-commerce
Aunt Kitchen,E-Commerce,e-commerce
Byban,Software,SaaS
Shanghai Credit Information Services,Finance,FinTech
Shanghai Dajun Technologies,Clean Technology,clean technology
Shanghai E&P International,Enterprises,enterprises
Shanghai FFT,Finance|FinTech,FinTech
Shanghai Guanyi Software Science and Technology,Networking,networking
Haofang Online Information Technology,Games,games
Shanghai Jade Tech,Manufacturing,manufacturing
Shanghai Media Group,News,news
Shanghai Moteng Website,Mobile,mobile
Shanghai Mymyti Network Technology,Mobile,mobile
Smartpay,Social Media,social media
Shanghai Southgene Technology,Medical,HealthTech
Shanghai Woshi Cultural Transmission,Games|Video,games|video
Shanghai Woyo Network Science and Technology,Social Media,social media
Shanghai Xikui Electronic Technology,Mobile,mobile
Shanghai Yimu Network Technology Co.,Mobile,mobile
Shanghai Yupei Group,Customer Service|Logistics|Real Estate|Storage,customer service|logistics|real estate|storage
ShantiNiketan Inc.,Retirement,retirement
Shanxi Zinc Industry Group,Clean Technology,clean technology
Shape Collage,Photography|Photo Sharing,photography|photo sharing
Shape Medical Systems,Biotechnology,biotechnology
Shape Pharmaceuticals,Biotechnology,biotechnology
Shape Security,Cyber Security|Information Security|Network Security|Security,cyber security|information security|network security|security
SHAPE,Apps|Information Services|Information Technology|Messaging|Social Media|Software,SaaS
ShapeUp,Fitness|Gamification|Health and Wellness|Health Care Information Technology|Incentives|Mobile Health|SaaS|Social Media|Wearables,HealthTech
Shaper,Manufacturing,manufacturing
ShapeShift.io,Bitcoin|Cryptocurrency|Financial Exchanges|FinTech,FinTech
Shapeways,3D Printing|E-Commerce|Manufacturing,3d printing|e-commerce|manufacturing
Shapr,Professional Networking,professional networking
Sharalike,Cloud Computing|Curated Web|Photo Sharing|Video,cloud computing|curated web|photo sharing|video
Share Practice,Biotechnology|Health Care|Medical|Mobile,HealthTech
Boon + Gable,Bridging Online and Offline|Marketplaces,bridging online and offline|marketplaces
Share0,Social Media,social media
Shareable Ink,Enterprise Software,SaaS
Shareable Social,Marketing Automation,MarTech
Shareablee,Analytics,analytics
ShareACar,Mobile|Ride Sharing|Transportation,mobile|ride sharing|transportation
Shareaholic,Advertising|Analytics|Big Data Analytics|Content|Content Discovery|Curated Web|Email Marketing|Internet Marketing|Mobile|Web Tools,AI
Shareapass,Startups,startups
Sharebloc,Curated Web|Enterprises|Enterprise Software,SaaS
Shareboard,Android|Apps|File Sharing|Mobile,android|apps|file sharing|mobile
Sharebox,Business Development|Employment|Human Resources,business development|employment|human resources
Sharecare,Health and Wellness,HealthTech
Sharecruit,Human Resources,human resources
Shared Performance,Enterprise Software,SaaS
Shared Spectrum,Software,SaaS
Shared2you,Mobile|Mobile Analytics,mobile|mobile analytics
ShareDesk,Commercial Real Estate|Coworking|Curated Web|Marketplaces,commercial real estate|coworking|curated web|marketplaces
Sharegate,Finance|Networking|Stock Exchanges,FinTech
ShareGrove,Curated Web,curated web
Shareholder InSite,Document Management|SaaS|Software,SaaS
Octer (formerly Shareight),Software,SaaS
ShareIn,Angels|Finance|Investment Management|Startups|Venture Capital,FinTech
sharelatex,Education|Internet|Photo Editing,EdTech
Sharelook,Advice|Android|Fashion|iOS|Mobile|Photography|Social Media,advice|android|fashion|ios|mobile|photography|social media
ShareMagnet,Advertising|Direct Marketing|Social Media Advertising,MarTech
Sharematic,App Stores,app stores
ShareMeister,Media|News,media|news
ShareNotes.com,Education,EdTech
SharePlow,Curated Web|File Sharing|Graphics|PaaS,curated web|file sharing|graphics|paas
ShareRoot,Advertising|Analytics|Content|Content Discovery|Contests|Enterprise Software|SaaS|Services|Social Bookmarking,SaaS
SharesPost,Financial Services,FinTech
ShareSquare,Digital Media|Mobile|Music|Web Development,digital media|mobile|music|web development
SharesVault,Enterprise Software|Finance|Venture Capital,FinTech
ShareThe,Soccer|Social Media|Social Network Media|Sports,soccer|social media|social network media|sports
Sharethebus,Transportation,transportation
ShareThis,Advertising|File Sharing|Social Media,advertising|file sharing|social media
Sharethrough,Advertising|Brand Marketing|Monetization|Software,SaaS
Sharetivity,Curated Web,curated web
ShareTracker,Analytics|Market Research|Stock Exchanges|Unifed Communications,analytics|market research|stock exchanges|unifed communications
Sharetribe,Collaborative Consumption|Marketplaces|Peer-to-Peer|Software,SaaS
Sharewave,SaaS|Small and Medium Businesses|Startups,SaaS
Sharewire,Mobile,mobile
Share Your Brain,Collaboration|Crowdsourcing|Curated Web|Reviews and Recommendations,collaboration|crowdsourcing|curated web|reviews and recommendations
ShareYourCart,Advertising|E-Commerce|Internet Marketing|Social Commerce|Social Media Marketing|Social Network Media,MarTech
Sharingforce,Advertising|Direct Marketing|Internet Marketing|Lead Generation|Sales and Marketing|Social Media|Social Media Marketing,MarTech
Shark Punch,Games|Mobile Games|Video Games,games|mobile games|video games
Shark Solutions,Clean Technology,clean technology
Sharklet Technologies,Biotechnology|Medical,HealthTech
SHARKMARX,E-Commerce,e-commerce
Sharp Corporation,Hardware + Software,SaaS
Sharp Edge Labs,Biotechnology,biotechnology
Sharper Shape,Distribution|Infrastructure|Innovation Management,distribution|infrastructure|innovation management
Sharypic,Brand Marketing|Events|Photography|Photo Sharing,MarTech
Shaser,Biotechnology,biotechnology
Shasta Crystals,Hardware + Software,SaaS
Shattered Reality Interactive,Games|Internet|MMO Games|Social Media,games|internet|mmo games|social media
Shave Club,E-Commerce,e-commerce
ShaveLogic,Retail|Retail Technology,AI
Shaves2U,E-Commerce|Retail|Startups,AI
SHAW COPPER AND BRASS,Manufacturing,manufacturing
Shawarmanji,Consumer Goods|Restaurants|Services,consumer goods|restaurants|services
Shayne Foods,Manufacturing,manufacturing
Shazam,Android|Ediscovery|Games|iOS|iPhone|Music,android|ediscovery|games|ios|iphone|music
Shea Radiance,Consumer Goods,consumer goods
Shearwater International,All Students|Collaboration|Education,EdTech
ShedWorx,Advertising|Intellectual Asset Management|Software|Video,SaaS
Sheer Drive,Sports,sports
SheerID,Developer APIs|E-Commerce|Retail|Security|Software|Technology,AI
SHEEX,E-Commerce,e-commerce
Shelby.tv,Mobile|Predictive Analytics|Video,mobile|predictive analytics|video
Shelfari,Social Media,social media
Shelfbucks,Advertising|Networking,advertising|networking
ShelfFlip,E-Commerce,e-commerce
Shelfmint,Internet,internet
ShelfX,Hardware + Software|Mobile Shopping|NFC|Retail|RFID|Shopping,AI
Shellanoo Group,Apps|Internet|Mobile,apps|internet|mobile
Shellfire,Data Privacy|Data Security,data privacy|data security
Shelter Afrique,Banking|Financial Services|Real Estate,FinTech
Shelterr.com,Commercial Real Estate|Real Estate|Services,commercial real estate|real estate|services
Shelters4Homeless,Real Estate,real estate
Shelvspace,Consumer Goods,consumer goods
Shenami,Women,women
Shenandoah Growers,Retail,AI
Shenandoah Studios,Games,games
7Road,Games,games
Shenzhen Domain Network Software,Games,games
"Shenzhen Fortuna Technology Co.,Ltd",E-Commerce,e-commerce
Shenzhen Globalegrow E-Commerce,E-Commerce,e-commerce
Shenzhen Haiya Technology Development,Networking|Web Hosting,networking|web hosting
Shenzhen Hasee computer,Mobile,mobile
Shenzhen Jucheng Enterprise Management Consulting Co,Consulting,consulting
Shenzhen Justtide Technology,Security,security
Shenzhen MR Photoelectricity,Semiconductors,semiconductors
Sunway Communication,Manufacturing,manufacturing
Sxmobi Science and Technology,Travel,travel
Trony Science and Technology Development,Clean Technology,clean technology
Sheology,Curated Web|Parenting|Women,curated web|parenting|women
Sher.ly Inc.,Cloud Data Services|Data Security|File Sharing|Local|Software|Storage,SaaS
Sheridan Surgical Center,Healthcare Services|Medical|Medical Professionals,HealthTech
Sherpa - On-demand Delivery,Information Technology,information technology
SHERPA assistant,Mobile|Professional Services|Virtual Workforces,mobile|professional services|virtual workforces
Sherpa Digital Media,Business Analytics|Digital Media|Enterprise Software|Marketing Automation|Predictive Analytics|Video on Demand|Video Streaming,SaaS
Sherpaa,Health and Wellness,HealthTech
SherpaDesk,Billing|Customer Service|Information Technology|SaaS|Software|Startups|Tech Field Support,SaaS
SHERPANDIPITY,Collaborative Consumption|Curated Web|Social Travel,collaborative consumption|curated web|social travel
SHERPANY,Information Technology|Software,SaaS
Shhmooze,Android|Ediscovery|Events|iPhone|Location Based Services|Mobile|Networking|Social + Mobile + Local,android|ediscovery|events|iphone|location based services|mobile|networking|social + mobile + local
Shibumi,B2B|Cloud Computing|Collaboration|Enterprises|Enterprise Software|Mobile|Networking|Social Media|Web Development,SaaS
Shicon,Creative|Crowdsourcing|Curated Web|Design,creative|crowdsourcing|curated web|design
Shidonni,Art|Education|Games|Kids|Virtual Worlds,EdTech
ShieldEffect,Security,security
ShieldSquare,Information Security|SaaS,SaaS
Shieldstream,Consulting|E-Commerce Platforms|Loyalty Programs|Payments,FinTech
SHIFT,Advertising|Consumer Goods|Facebook Applications|Social Media,advertising|consumer goods|facebook applications|social media
Shift,Technology,technology
Shift Media,Media|News|Photography|Video,media|news|photography|video
Shift Messenger,Business Services|Messaging,business services|messaging
Shift Network,Education,EdTech
Shift Payments,Bitcoin|Finance|Finance Technology|Financial Services|FinTech|Personal Finance,FinTech
Shift Technology,Big Data|E-Commerce|Information Technology|Insurance|SaaS,SaaS
Shiftboard Online Scheduling,Software,SaaS
ShiftForward,Advertising|Media|Software,SaaS
Shiftgig,Curated Web,curated web
Shiftime Technologies,Marketplaces|Moneymaking|Service Industries,marketplaces|moneymaking|service industries
ShiftLabs,Emerging Markets|Health Care|Medical Devices|Product Design,HealthTech
